cultivo,variable,condicion,umbral_min,umbral_max,nivel,icono,titulo,recomendacion,fuente
Arroz,ph_suelo,alto,7.0,,advertencia,,pH alto: revisar nutrición del arroz,"Si el pH supera 7.0, revisa síntomas de deficiencia y ajusta fertilización según análisis de suelo y agua.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1574 | https://www.fao.org/land-water/databases-and-software/crop-information/rice/en/
Arroz,general,cualquiera,,,info,,El arroz tolera mal drenaje,"A diferencia de otros cultivos, el arroz puede producir bien en suelos pobres en drenaje. Aun así, mantén control de la lámina de agua para evitar pérdidas de fertilizante y problemas de cosecha.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1574 | https://www.fao.org/land-water/databases-and-software/crop-information/rice/en/
Arroz,general,cualquiera,,,info,,Alta radiación mejora el potencial del cultivo,El arroz aprovecha bien ambientes luminosos. Minimiza sombreo y mantén nivelación del lote para uniformar agua y crecimiento.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1574 | https://www.fao.org/land-water/databases-and-software/crop-information/rice/en/
Papa,temperatura,muy_bajo,,15.0,advertencia,,Ambiente frío: crecimiento lento de papa,"La papa tolera clima fresco, pero por debajo de 15 °C el desarrollo se hace más lento. Ajusta fecha de siembra y protege brotes jóvenes si hay riesgo de helada.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,temperatura,muy_alto,25.0,,advertencia,,Calor: baja formación de tubérculos,"Por encima de 25 °C disminuye la condición óptima para tuberización. Usa mulch, riego oportuno y evita estrés hídrico en formación de tubérculos.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,precipitacion,muy_bajo,,500.0,advertencia,,Lluvia baja: riesgo para tamaño de tubérculo,Con menos de 500 mm anuales se incrementa la necesidad de riego o de buena conservación de humedad. Mantén humedad uniforme para evitar deformaciones y rajaduras.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,precipitacion,muy_alto,800.0,,advertencia,,Lluvia alta: aumenta riesgo sanitario,Arriba de 800 mm anuales la presión de enfermedades y problemas de pudrición suele aumentar. Refuerza drenaje y evita compactación en caballones.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,ph_suelo,muy_bajo,,5.0,advertencia,,pH demasiado bajo para manejo estable,"La papa se adapta a suelos algo ácidos, pero por debajo de 5.0 conviene revisar aluminio y disponibilidad de nutrientes. Basa cualquier corrección en análisis de suelo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,ph_suelo,alto,6.2,,advertencia,,pH alto: fuera del rango óptimo de papa,"Si el pH supera 6.2, la papa sale del rango óptimo reportado por Ecocrop. Monitorea nutrición y ajusta manejo según análisis.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,general,cualquiera,,,info,,La papa se adapta bien a zonas altas,"Es un cultivo apto para altitudes elevadas y climas frescos. En laderas, combina barreras de conservación y drenaje para evitar erosión y pérdida de suelo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Papa,general,cualquiera,,,info,,Suelo suelto y drenado favorece tubérculos,"La formación de tubérculos mejora en suelos aireados y bien drenados. Evita compactación, prepara caballones firmes y no dejes agua estancada.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1971 | https://www.fao.org/land-water/databases-and-software/crop-information/potato/en/
Tomate,temperatura,muy_bajo,,18.0,advertencia,,Temperatura baja: el tomate se enlentece,"El tomate crece mejor entre 18 y 25 °C. Si el ambiente está por debajo de 18 °C, protege plántulas y evita trasplantes en días fríos o ventosos.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,temperatura,muy_alto,25.0,,advertencia,,Calor: floración y cuajado se vuelven inestables,"Arriba de 25 °C, sobre todo con alta humedad y viento, el rendimiento puede bajar. Procura humedad constante en suelo, sombra ligera temporal en vivero y buena ventilación.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,precipitacion,muy_bajo,,1200.0,advertencia,,Lluvia baja: aumenta dependencia del riego,Con menos de 1200 mm anuales el cultivo suele depender más del riego para sostener crecimiento y fructificación. Programa riegos uniformes y evita ciclos de sequía-empape.,https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,precipitacion,muy_alto,1600.0,,advertencia,,Lluvia alta: más problemas de rajado y enfermedad,"En ambientes muy lluviosos, mejora drenaje, tutorado y ventilación. Reduce mojado prolongado del follaje para bajar presión de enfermedades.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,ph_suelo,muy_bajo,,5.0,advertencia,,Acidez alta: tomate sale del rango preferido,"FAO reporta preferencia por suelos de pH 5 a 7. Si el lote baja de 5.0, revisa acidez y disponibilidad de nutrientes antes de fertilizar más.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,ph_suelo,alto,7.0,,advertencia,,pH alcalino: vigila clorosis y rendimiento,"Cuando el pH supera 7.0, monitorea micronutrientes y crecimiento. Ajusta fertilización con base en análisis, no por rutina.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,general,cualquiera,,,info,,Evita el anegamiento en tomate,"FAO señala que el encharcamiento incrementa enfermedades como marchitez bacteriana. Mantén camas altas, drenaje funcional y riegos más frecuentes pero moderados.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Tomate,general,cualquiera,,,info,,En trópico suele rendir mejor en altura media,"El tomate puede cultivarse desde nivel del mar hasta 2000 m en trópico, y FAO reporta que a menudo rinde mejor por encima de 1000 m. Ajusta variedad y fecha según altitud local.",https://www.fao.org/land-water/databases-and-software/crop-information/tomato/en/ | https://ecocrop.apps.fao.org/ecocrop/srv/en/cropView?id=9825
Aguacate,temperatura,muy_bajo,,15.0,advertencia,,Frío: crecimiento lento y más riesgo de daño,"El aguacate guatemalteco tiene rango óptimo cercano a 15-24 °C. Si el sitio cae por debajo de 15 °C de forma persistente, protege plantas jóvenes y evita podas fuertes antes de frentes fríos.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,temperatura,muy_alto,26.0,,advertencia,,Temperatura alta: mayor demanda de agua,"Cuando la temperatura supera el rango óptimo, el árbol demanda más agua y aumenta el riesgo de caída de flores o frutos pequeños. Refuerza mulch y monitorea humedad del suelo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,precipitacion,muy_bajo,,1000.0,advertencia,,Lluvia insuficiente para aguacate,Por debajo de 1000 mm anuales el cultivo puede resentirse si no se compensa con riego. Prioriza riego profundo y espaciado en vez de riegos superficiales frecuentes.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,precipitacion,muy_alto,1400.0,,advertencia,,Exceso de lluvia: vigila asfixia radicular,"Lluvias muy por encima del rango óptimo aumentan riesgo de saturación y problemas de raíz. Mantén drenaje, evita compactación y no riegues si el perfil ya está húmedo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,ph_suelo,muy_bajo,,5.0,advertencia,,pH muy ácido para aguacate,Con pH menor a 5.0 disminuye la calidad del ambiente radicular. Verifica acidez y corrige de forma gradual antes de establecer nuevas plantas.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,ph_suelo,alto,7.0,,advertencia,,pH alto: posible desbalance nutricional,"Si el pH rebasa 7.0, vigila deficiencias de micronutrientes y usa análisis de suelo y hoja para ajustar fertilización.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,general,cualquiera,,,info,,Aguacate necesita drenaje excelente,El cultivo responde mejor en suelos bien drenados. Nunca mantengas agua estancada cerca del cuello y favorece infiltración sin compactar el suelo.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Aguacate,general,cualquiera,,,info,,La raza guatemalteca tolera mejor altitud media-alta,Los datos de Ecocrop reportan adaptación de la raza guatemalteca hasta unos 2400 m y de la raza antillana a zonas más bajas. Selecciona material vegetal acorde con tu altitud.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17645 | https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=17646
Banano,temperatura,muy_bajo,,22.0,advertencia,,Temperatura fresca: se frena el banano,"El banano prefiere climas cálidos; FAO reporta un óptimo cercano a 27 °C y Ecocrop 22-32 °C. Si el ambiente baja de 22 °C de forma sostenida, el crecimiento se vuelve más lento.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,temperatura,muy_alto,32.0,,advertencia,,Calor fuerte: sube la demanda de agua,"Con calor por arriba de 32 °C, el banano requiere vigilancia de humedad y protección frente a sequía y viento. Revisa riego y cobertura del suelo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,precipitacion,muy_bajo,,2000.0,advertencia,,Lluvia baja para banano,"FAO y Ecocrop coinciden en que el banano tiene alta demanda de agua. Por debajo de 2000 mm anuales bien distribuidos, evalúa riego suplementario.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,precipitacion,muy_alto,2700.0,,advertencia,,Lluvia muy alta: más riesgo sanitario,"Si la lluvia supera el rango óptimo, mejora drenaje e infiltración y reduce acumulación de agua cerca de las plantas para bajar presión de enfermedades.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,ph_suelo,muy_bajo,,5.0,advertencia,,Acidez alta en suelo bananero,"El rango óptimo reportado es aproximadamente 5.0-7.0. Si el pH cae por debajo de 5.0, revisa fertilidad y encalado con análisis previo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,ph_suelo,alto,7.0,,advertencia,,Suelo alcalino: vigila absorción de nutrientes,"Cuando el pH sube por encima de 7.0, monitorea deficiencias y evita aplicaciones que aumenten más la alcalinidad.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,general,cualquiera,,,info,,Banano es sensible a viento y sequía,"Ecocrop señala susceptibilidad a viento y sequía. Refuerza cortinas rompeviento, cobertura del suelo y manejo del agua en épocas secas.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Banano,general,cualquiera,,,info,,Drenaje y materia orgánica son claves,"El banano necesita suelo profundo, fértil y bien drenado. Mejora estructura con residuos orgánicos y evita compactar alrededor de la planta.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2483 | https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/
Sorgo,temperatura,muy_bajo,,22.0,advertencia,,Temperatura baja para sorgo,El sorgo es de clima cálido; por debajo de 22 °C se aleja del rango óptimo. Ajusta siembra para evitar fases críticas en periodos frescos.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,temperatura,muy_alto,35.0,,advertencia,,Calor extremo: vigila humedad del perfil,"Aunque el sorgo es resistente, temperaturas por encima de 35 °C pueden aumentar el estrés si falta agua. Conserva humedad y evita competencia de malezas.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,precipitacion,muy_bajo,,400.0,advertencia,,Lluvia muy baja incluso para sorgo,"FAO lo describe como cultivo resistente a sequía, pero por debajo de 400 mm anuales el riesgo productivo sube. Considera variedades precoces o riego de apoyo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,precipitacion,muy_alto,600.0,,advertencia,,Lluvia alta: revisa sanidad y drenaje,"Cuando la lluvia supera el rango óptimo del sorgo, presta más atención a drenaje y enfermedades. Evita suelos con saturación prolongada.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,ph_suelo,muy_bajo,,5.5,advertencia,,Acidez fuera del óptimo del sorgo,"Si el pH baja de 5.5, conviene revisar fertilidad y aluminio intercambiable antes de aumentar fertilización nitrogenada.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,ph_suelo,alto,7.5,,advertencia,,Alcalinidad alta en sorgo,Por encima de 7.5 pueden presentarse limitaciones nutricionales. Ajusta manejo según análisis de suelo.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,general,cualquiera,,,info,,Cultivo apto para ambientes secos,El sorgo destaca en zonas de lluvia baja o errática. Es una buena alternativa cuando el maíz de temporal tiene alto riesgo hídrico.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Sorgo,general,cualquiera,,,info,,Prefiere buen drenaje aun en secano,"Aunque tolera sequía, el sorgo no agradece saturación prolongada. Mantén estructura del suelo y salida de agua superficial.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=48747 | https://www.fao.org/land-water/databases-and-software/crop-information/sorghum/en/
Soya,temperatura,muy_bajo,,20.0,advertencia,,Temperatura baja: soya arranca lento,La soya es un cultivo de estación cálida. Por debajo de 20 °C el crecimiento inicial y la nodulación pueden hacerse más lentos.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,temperatura,muy_alto,33.0,,advertencia,,Calor alto: aumenta el estrés de la soya,Temperaturas superiores a 33 °C salen del rango óptimo reportado por Ecocrop. Mantén humedad suficiente en floración y llenado de grano.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,precipitacion,muy_bajo,,600.0,advertencia,,Lluvia baja: soya puede requerir apoyo,"Con menos de 600 mm anuales, la soya se vuelve más dependiente de distribución de lluvias o riego. Conserva humedad y controla malezas temprano.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,precipitacion,muy_alto,1500.0,,advertencia,,Lluvia excesiva: vigila aireación radicular,Por encima de 1500 mm aumenta el riesgo de suelos saturados y enfermedades. Prioriza drenaje y evita compactación.,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,ph_suelo,muy_bajo,,5.5,advertencia,,Acidez limita el ambiente óptimo de la soya,"Si el pH baja de 5.5, revisa acidez y condiciones para nodulación. Corrige gradualmente con análisis previo.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,ph_suelo,alto,6.5,,advertencia,,pH alto: fuera del óptimo de la soya,"Ecocrop sitúa el óptimo cerca de 5.5-6.5. Si el pH supera 6.5, monitorea micronutrientes y ajusta fertilización con análisis.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,general,cualquiera,,,info,,La inoculación ayuda a aprovechar nitrógeno,"Al ser leguminosa, la soya se beneficia de buena nodulación. Usa semilla de calidad e inoculación apropiada cuando el historial del lote lo requiera.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Soya,general,cualquiera,,,info,,Soya necesita buena luz y humedad estable,"La soya responde mejor con alta radiación y humedad del suelo relativamente estable, sobre todo en floración y llenado.",https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=1150 | https://www.fao.org/land-water/databases-and-software/crop-information/soybean/en/
Cafe,temperatura,muy_bajo,,18.0,advertencia,,Ambiente fresco para café arábica,"World Coffee Research reporta para arábica un rango óptimo medio anual cercano a 18-21 °C. Si el sitio es más frío, el crecimiento puede enlentecerse y subir el riesgo de daño por bajas temperaturas.",https://worldcoffeeresearch.org/news/2018/coping-with-32 | https://www.aboutcoffee.org/origins/coffee-regions-of-the-world/
Cafe,temperatura,muy_alto,24.0,,advertencia,,Calor sostenido reduce aptitud del café,"WCR indica que arábica pierde aptitud con ambientes más cálidos; mantén sombra regulada, cobertura y manejo del agua para amortiguar calor.",https://worldcoffeeresearch.org/news/2018/coping-with-32 | https://www.aboutcoffee.org/origins/coffee-regions-of-the-world/
Cafe,altitud,muy_bajo,,975.0,advertencia,,Altitud baja: más presión de calor en arábica,"La National Coffee Association ubica el arábica usualmente entre 3200 y 4900 pies. En zonas más bajas, monitorea calor, broca y calidad de taza con más atención.",https://worldcoffeeresearch.org/news/2018/coping-with-32 | https://www.aboutcoffee.org/origins/coffee-regions-of-the-world/
Cafe,general,cualquiera,,,info,,Sombra bien manejada ayuda a amortiguar estrés,"La sombra puede moderar temperatura y estrés hídrico, pero debe manejarse para no cerrar demasiado el dosel. Ajusta poda de sombra según humedad y ventilación del lote.",https://worldcoffeeresearch.org/news/2018/coping-with-32 | https://www.aboutcoffee.org/origins/coffee-regions-of-the-world/
Banano,humedad,muy_alto,85.0,,critica,,Sigatoka negra: condiciones muy favorables,"Con humedad muy alta y hojas mojadas por periodos prolongados aumenta el riesgo de Sigatoka negra. Retira hojas muy enfermas, mejora la aireacion del cultivo y evita exceso de sombra para reducir la humedad dentro de la plantacion.",FAO - Black Sigatoka management
Banano,precipitacion,alto,2400.0,,advertencia,,Lluvias persistentes: refuerza drenaje en banano,"Las lluvias persistentes elevan el riesgo de enfermedades foliares y problemas radiculares. Mantén canales limpios, evita acumulacion de agua alrededor del pseudotallo y revisa plantas con amarillamiento o crecimiento lento.",FAO Crop Information | FAO Black Sigatoka
Banano,temperatura,alto,30.0,,advertencia,,Temperatura alta: aumenta demanda hidrica,"Cuando la temperatura se mantiene alta, el banano pierde agua con rapidez. Prioriza humedad uniforme del suelo, conserva cobertura organica y vigila marchitez en horas de la tarde.",FAO Crop Information - Banana
Banano,general,cualquiera,,,info,,Deshoje sanitario y ventilacion del lote,El deshoje sanitario oportuno y una densidad de siembra que permita ventilacion ayudan a disminuir la presion de Sigatoka negra y facilitan el monitoreo del cultivo.,FAO - Integrated management of Black Sigatoka
Sorgo,temperatura,alto,32.0,,info,,"Calor alto: el sorgo resiste, pero vigila floracion","El sorgo tolera calor mejor que otros cereales, pero durante floracion y llenado de grano el estres combinado con sequia puede reducir rendimiento. Vigila humedad del perfil y evita competencia de malezas.",FAO Crop Information - Sorghum | ICRISAT
Sorgo,plaga,cualquiera,,,advertencia,,Monitorea mosca del brote y barrenadores,"Revisa plantas con corazon muerto, tallos perforados o panojas deformadas. El monitoreo temprano permite eliminar focos y ajustar manejo integrado antes de que el dano se generalice.",ICRISAT Sorghum overview
Sorgo,general,cualquiera,,,info,,El sorgo responde bien a riego suplementario en secano,"Aunque es resistente a sequia, el sorgo puede responder favorablemente al riego suplementario en etapas criticas, especialmente si la lluvia es erratica y el cultivo entra en floracion con baja humedad del suelo.",FAO Crop Information - Sorghum
Sorgo,ph_suelo,alto,8.0,,advertencia,,Alcalinidad marcada: revisa micronutrientes,En suelos muy alcalinos puede disminuir la disponibilidad de algunos micronutrientes. Observa clorosis y ajusta fertilizacion con base en analisis de suelo.,FAO Ecocrop - Sorghum
Soya,humedad,alto,75.0,,advertencia,,Humedad alta: mayor riesgo de roya asiatica,Con humedad alta y follaje denso aumentan las condiciones para roya asiatica. Refuerza el monitoreo de hojas bajas y elimina plantas voluntarias o restos que mantengan inóculo en el lote.,FAO soybean rust review | AGROSAVIA
Soya,general,cualquiera,,,info,,Elimina plantas voluntarias y hospederos cercanos,"La eliminacion de soya voluntaria y hospederos alternos ayuda a reducir la permanencia de enfermedades entre ciclos, especialmente roya asiatica.",AGROSAVIA - soybean rust management
Soya,general,cualquiera,,,info,,Mantén inoculacion y nodulacion bajo observacion,Verifica nodulos activos en raices y evita acidez excesiva del suelo. Una nodulacion deficiente reduce el aprovechamiento biologico del nitrogeno y afecta el vigor del cultivo.,FAO Crop Information - Soybean
Soya,precipitacion,alto,1200.0,,advertencia,,Exceso de lluvia: vigila encharcamiento y asfixia radicular,Las lluvias intensas pueden reducir la aireacion de las raices y favorecer enfermedades. Mejora drenaje superficial y evita compactacion por maquinaria sobre suelo humedo.,FAO Crop Information - Soybean
Maiz,humedad,muy_alto,85.0,,advertencia,,Humedad excesiva: vigila enfermedades foliares,La humedad excesiva favorece manchas foliares y mayor persistencia de enfermedades. Mejora ventilacion con buen arreglo de plantas y evita labores cuando el follaje esta mojado.,FAO Crop Information - Maize
Maiz,general,cualquiera,,,info,,Floracion y llenado son fases de maxima sensibilidad,"Programa monitoreo mas frecuente de agua, plagas y enfermedades durante floracion y llenado de grano, porque el estres en estas etapas impacta directamente el rendimiento final.",CIMMYT maize management
Maiz,ph_suelo,alto,7.5,,advertencia,,Alcalinidad alta: vigila zinc y hierro,En suelos alcalinos pueden aparecer deficiencias de micronutrientes como zinc o hierro. Observa amarillamiento o crecimiento reducido y apoya la fertilizacion con base en analisis de suelo.,FAO Crop Information - Maize
Frijol,temperatura,alto,25.0,,advertencia,,Temperatura elevada: vigila floracion y cuajado,"A medida que sube la temperatura, el frijol puede sufrir aborto floral y menor amarre de vainas. Mantén humedad uniforme y reduce estres por maleza o compactacion.",FAO Crop Information - Bean
Frijol,precipitacion,alto,1500.0,,advertencia,,Lluvia alta: aumenta presion de enfermedades,Con lluvia alta y poco movimiento de aire aumenta el riesgo de antracnosis y otras enfermedades. Mejora drenaje y evita entrar al cultivo cuando el follaje esta mojado.,FAO Crop Information - Bean
Frijol,general,cualquiera,,,info,,Prioriza monitoreo en floracion y llenado,"En frijol, la falta de agua o calor excesivo durante floracion y llenado reduce rapidamente el rendimiento. Refuerza monitoreo en esas fases para corregir a tiempo.",FAO Crop Information - Bean
Cafe,precipitacion,muy_alto,2500.0,,advertencia,,Lluvia excesiva: aumenta riesgo fitosanitario,"La lluvia excesiva prolonga el mojado foliar y favorece roya, ojo de gallo y problemas de drenaje. Mantén sombra regulada, buen desagüe y poda de tejidos densos.",World Coffee Research | ANACAFE
Cafe,general,cualquiera,,,info,,Monitorea carga de fruto y nutricion despues de cosecha,"Despues de cosecha, la poda sanitaria y el ajuste nutricional ayudan a preparar el siguiente ciclo y a reducir el inoculo de enfermedades presentes en el lote.",ANACAFE boletines tecnicos
Cafe,temperatura,alto,24.0,,advertencia,,Temperatura elevada: revisa broca y sombra,"Temperaturas mas altas pueden favorecer broca y aumentar el estres del cafeto. Revisa frutos perforados, regula sombra y conserva humedad del suelo con cobertura organica.",ANACAFE Manejo Integrado de Broca | World Coffee Research
Arroz,temperatura,alto,30.0,,advertencia,,Temperatura alta: vigila esterilidad en floracion,Cuando el calor se intensifica alrededor de floracion aumenta el riesgo de esterilidad de espiguillas. Mantén manejo oportuno del agua y evita que el cultivo entre estresado a esa etapa.,FAO rice handbook | IICA Guatemala
Arroz,general,cualquiera,,,info,,Maneja malezas y agua de forma integrada,"El manejo integrado de arroz mejora cuando el control de malezas, el nivel de agua y la fertilizacion se coordinan. Evita agua estancada innecesaria en areas con problemas sanitarios recurrentes.",FAO Integrated crop and pest management in rice
Arroz,precipitacion,alto,120.0,,advertencia,,Lluvias altas: revisa acame y enfermedades,"Las lluvias abundantes pueden aumentar enfermedades y favorecer el acame. Revisa drenaje, sanidad del follaje y estabilidad del cultivo en etapas avanzadas.",FAO rice handbook
Papa,humedad,alto,70.0,,advertencia,,Humedad alta: refuerza vigilancia de tizones,"La humedad alta acelera infecciones foliares, especialmente si coincide con temperaturas frescas. Incrementa monitoreo y evita riegos que mantengan el follaje mojado por demasiado tiempo.",CIP late blight resources
Papa,general,cualquiera,,,info,,Usa semilla sana y evita repetir papa en el mismo lote,La semilla sana y la rotacion ayudan a reducir problemas de enfermedades de suelo y follaje. Evita establecer papa repetidamente en el mismo terreno sin descanso.,CIP production guidance
Papa,temperatura,alto,24.0,,advertencia,,Temperatura templada-alta: puede reducir calidad de tuberculo,"Incluso antes del calor extremo, temperaturas altas sostenidas pueden afectar tuberizacion y calidad. Conserva humedad del suelo y considera fechas de siembra mas frescas.",CIP heat stress resources
Tomate,humedad,alto,75.0,,advertencia,,Humedad alta: sube riesgo de tizones y manchas,"La humedad alta prolonga el mojado foliar y favorece enfermedades. Ventila bien el cultivo, poda hojas bajas y evita riegos por aspersion cuando no sean necesarios.",UC IPM Tomato
Tomate,enfermedad,cualquiera,,,advertencia,,Vigila sintomas de TYLCV en hojas nuevas,"Si observas amarillamiento, rizado, entrenudos cortos y caida de flores, sospecha de Tomato Yellow Leaf Curl Virus. Retira focos tempranos y refuerza control del vector.",UC IPM - Tomato Yellow Leaf Curl
Tomate,general,cualquiera,,,info,,La humedad uniforme reduce pudricion apical,Mantén humedad del suelo estable; los cambios bruscos entre sequia y exceso de agua aumentan la pudricion apical y reducen calidad de fruto.,UC IPM - Blossom end rot
Aguacate,general,cualquiera,,,info,,Evita acumulacion de agua cerca del cuello y raices,El aguacate es muy sensible a suelos mal drenados. Mantén el cuello del arbol libre de agua acumulada y evita compactacion en la zona de raices.,IICA avocado disease references
Aguacate,general,cualquiera,,,info,,La ventilacion de copa reduce enfermedades de fruto,Una copa aireada disminuye humedad interna y ayuda a reducir antracnosis y otras enfermedades. Realiza podas ligeras y elimina ramas cruzadas.,IICA Guatemala | avocado disease management
